Accepted Symbol,Synonym Symbol,Scientific Name,State and Province,Native Status,Invasive
MYAQ2,,Myriophyllum aquaticum,"CAN(BC), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, ID, KS, KY, LA, MD, MO, MS, MT, NC, NJ, NM, NY, OH, OK, OR, PA, SC, TN, TX, VA, WA)",L48(I)HI(I)CAN(I),"Cal-IPC, SEEPPC, STATE"
MYAQ2,ENAQ,Enydria aquatica,,,
MYAQ2,MYBR,Myriophyllum brasiliense,,,
MYAQ2,MYPR2,Myriophyllum proserpinacoides,,,
MYHU,,Myriophyllum humile,"CAN(NB, NS, QC), USA(CT, DE, IL, MA, MD, ME, MN, NH, NJ, NY, OH, PA, RI, VA, VT, WI)",L48(N)CAN(N),
MYHU,BUHU,Burshia humilis,,,
MYPI,,Myriophyllum pinnatum,"CAN(BC, SK), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MO, MS, NC, ND, NE, NJ, NM, NY, OH, OK, RI, SC, SD, TN, TX, VA, WV)",L48(N)CAN(N),
MYPI,MYSC3,Myriophyllum scabratum,,,
MYPI,MYVEC,Myriophyllum verticillatum var. cheneyi,,,
MYPI,POPI9,Potamogeton pinnatum,,,
MYQU,,Myriophyllum quitense,"CAN(BC, PE), USA(AZ, CA, ID, OR, UT, WA, WY)",L48(N)CAN(N),
MYQU,MYEL,Myriophyllum elatinoides,,,
MYSI,,Myriophyllum sibiricum,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY)",L48(N)AK(N)CAN(N)GL(N)SPM(N),
MYSI,MYEX,Myriophyllum exalbescens,,,
MYSI,MYEXM,Myriophyllum exalbescens var. magdalenense,,,
MYSI,MYMA6,Myriophyllum magdalenense,,,
MYSI,MYSPC,Myriophyllum spicatum var. capillaceum,,,
MYSI,MYSPE,Myriophyllum spicatum var. exalbescens,,,
MYSI,MYSPE2,Myriophyllum spicatum ssp. exalbescens,,,
MYSI,MYSPS,Myriophyllum spicatum ssp. squamosum,,,
MYSI,MYSPS2,Myriophyllum spicatum var. squamosum,,,
MYBA4,,Myriotrema bahianum,,NA(N),
MYBA4,LEOB8,Leptotrema obturascens,,,
MYBA4,OCOB,Ocellularia obturascens,,,
MYBA4,THBAO,Thelotrema bahinum var. obtuascens,,,
MYCO7,,Myriotrema compunctum,,NA(N),
MYER,,Myriotrema erodens,,NA(N),
MYGL2,,Myriotrema glaucescens,,NA(N),
MYGL2,LEGL17,Leptotrema glaucescens,,,
MYGL3,,Myriotrema glaucophaeum,,NA(N),
MYGL3,OCGL2,Ocellularia glaucophaea,,,
MYGL4,,Myriotrema glauculum,,NA(N),
MYLA7,,Myriotrema laeviusculum,,NA(N),
MYLA7,LELA28,Leptotrema laeviusculum,,,
MYMI4,,Myriotrema microporum,,NA(N),
MYMI4,OCMI3,Ocellularia micropora,,,
MYPE6,,Myriotrema peninsulae,,NA(N),
MYRE2,,Myriotrema reclusum,,NA(N),
MYRE2,LERE15,Leptotrema reclusum,,,
MYRU2,,Myriotrema rugiferum,,NA(N),
MYSU3,,Myriotrema subcompunctum,,NA(N),
MYSU3,LEPO12,Leptotrema polycarpum,,,
MYTE2,,Myriotrema terebratulum,,NA(N),
MYTE2,OCTE,Ocellularia terebratula,,,
MYWI2,,Myriotrema wightii,,NA(N),
MYWI2,LERA10,Leptotrema ravenelii,,,
MYWI2,LEWI3,Leptotrema wightii,,,
MYWI2,THRA3,Thelotrema ravenelii,,,
MYFR3,,Myristica fragrans,USA+(PR),PR(I),
MYFR3,MYOF,Myristica officinalis,,,
MYBAP,,Myroxylon balsamum var. pereirae,,,
MYBAP,MYPE5,Myroxylon pereirae,,,
MYCO2,,Myrsine coriacea,USA+(PR),PR(N),
MYCO2,RACO5,Rapanea coriacea,,,
MYCO2,RAFE2,Rapanea ferruginea,,,
MYCU2,,Myrsine cubana,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
MYCU2,MYFL2,Myrsine floridana,,,
MYCU2,MYGU,Myrsine guianensis,,,
MYCU2,RAGU2,Rapanea guianensis,,,
MYCU2,RAPU2,Rapanea punctata,,,
MYHE3,,Myrsine helleri,USA(HI),HI(N),
MYHE3,MYHO3,Myrsine hosakae,,,
MYLE2,,Myrsine lessertiana,USA(HI),HI(N),
MYLE2,MYME,Myrsine meziana,,,
MYPU3,,Myrsine punctata,USA(HI),HI(N),
MYPU3,MYKO,Myrsine kokeeana,,,
MYWA,,Myrsine wawraea,USA(HI),HI(N),
MYWA,MYST,Myrsine st.-johnii,,,
MYSI2,,Myurella sibirica,,NA(N),
MYSI2,MYCA10,Myurella careyana,,,
MYSI2,MYCAT,Myurella careyana var. tenella,,,
MYSI2,MYGR2,Myurella gracilis,,,
MYSI2,MYSIT,Myurella sibirica var. tenella,,,
MYTE3,,Myurella tenerrima,,NA(N),
MYTE3,MYAP2,Myurella apiculata,,,
MYBI,,Myxotrichum bicolor,,NA(N),
NAHA3,,Nadvornikia hawaiensis,,NA(N),
NASO,,Nadvornikia sorediata,,NA(N),
NAFI2,,Najas filifolia,"USA(FL, GA)",L48(N),
NAFI2,NAAN,Najas ancistrocarpa,,,
NAFL,,Najas flexilis,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA(AK, AZ, CA, CT, DC, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, MT, ND, NE, NH, NJ, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV)",L48(N)AK(N)CAN(N),
NAFL,CAFL27,Caulinia flexilis,,,
NAFL,NACA4,Najas caespitosa,,,
NAFL,NAFLC,Najas flexilis ssp. caespitosa,,,
NAFL,NAFLC2,Najas flexilis var. congesta,,,
NAFL,NAFLR,Najas flexilis var. robusta,,,
NAGR2,,Najas graminea,USA(CA),L48(I),
NAGR2,CAGR18,Caulinia graminea,,,
NAGUG,,Najas guadalupensis ssp. guadalupensis,"CAN(AB, ON), USA+(PR), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(N)HI(I)PR(N)CAN(N),
NAGUG,CAGU5,Caulinia guadalupensis,,,
NAGUM2,,Najas guadalupensis ssp. muenscheri,"USA(NJ, NY, WI)",L48(N),
NAGUM2,NAGUM,Najas guadalupensis var. muenscheri,,,
NAGUM2,NAMU2,Najas muenscheri,,,
NAGUO2,,Najas guadalupensis ssp. olivacea,"CAN(MB, ON, QC), USA(CT, IA, IL, IN, MA, MI, MN, NY, WI)",L48(N)CAN(N),
NAGUO2,NAGUO,Najas guadalupensis var. olivacea,,,
NAGUO2,NAOL,Najas olivacea,,,
NAMA,,Najas marina,"CAN(ON), USA+(PR), USA(AZ, CA, FL, HI, IA, IL, IN, KS, MI, MN, ND, NE, NM, NV, NY, OH, OK, PA, SD, TX, UT, VA, WI)",L48(N)HI(I)PR(N)CAN(N),
NAMA,NAGR3,Najas gracilis,,,
NAMA,NAMA3,Najas major,,,
NAMA,NAMAA,Najas major var. angustifolia,,,
NAMA,NAMAR,Najas marina var. recurvata,,,
NAMI,,Najas minor,"CAN(ON), USA(AL, AR, CA, CT, DE, FL, GA, IL, IN, KY, LA, MA, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WV)",L48(I)CAN(I),"SEEPPC, STATE"
NAMI,CAMI28,Caulinia minor,,,
NAWR,,Najas wrightiana,USA(FL),L48(I),
NAWR,NAARC,Najas arguta var. conferta,,,
NAWR,NACO2,Najas conferta,,,
NAWR,NAWRM,Najas wrightiana ssp. multidentata,,,
NACA3,,Nama californicum,"USA(CA, NV)",L48(N),
NACA3,LECA,Lemmonia californica,,,
NAHI,,Nama hispidum,"USA(AZ, CA, CO, MD, NM, NV, OK, TX, UT)",L48(N),
NAHI,NAFO2,Nama foliosum,,,
NAHI,NAHIM,Nama hispidum var. mentzelii,,,
NAHI,NAHIR,Nama hispidum var. revolutum,,,
NAHI,NAHIS2,Nama hispidum var. spathulatum,,,
NAHI,NATE,Nama tenue,,,
NAJA,,Nama jamaicense,"USA+(PR, VI), USA(AL, FL, LA, SC, TX)",L48(N)PR(N)VI(N),
NAJA,MAJA4,Marilaunidium jamaicense,,,
NAPS2,,Nanostictis pseudocyphellariae,,NA(N),
NAJA5,,Nanozostera japonica,"CAN(BC), USA(OR, WA)",L48(I)CAN(I),
NAJA5,NAAM3,Nanozostera americana,,,
NAJA5,ZOAM,Zostera americana,,,
NAJA5,ZOJA2,Zostera japonica,,,
NAJA5,ZONA,Zostera nana,,,
NAIN,,Narcissus ×incomparabilis,"USA(AL, AR, GA, LA, MD, MO, MS, NC, NY, OH, OR, SC, VA)",L48(I),
NAIN,NABA2,Narcissus barrii,,,
NAME2,,Narcissus ×medioluteus,"USA(DC, IL, IN, KY, LA, MD, MI, MO, MS, NC, OH, SC, TN, VA)",L48(I),
NAME2,NABI,Narcissus biflorus,,,
NAME2,NAPO3,Narcissus poetaz,,,
NAAS2,,Narcissus assoanus,USA(LA),L48(I),
NAAS2,NAJU,Narcissus juncifolius,,,
NAAM,,Narthecium americanum,"USA(DE, MD, NC, NJ, SC)",L48(N),
NAAM,ABAM4,Abama americana,,,
NAAM,ABMO3,Abama montana,,,
NAAM,NAMO,Narthecium montanum,,,
NAAM,NAOSA,Narthecium ossifragum var. americanum,,,
NACE,,Nassella cernua,"USA(CA, HI)",L48(N)HI(I),
NACE,STCE,Stipa cernua,,,
NAHY,,Nassella hyalina,,,
NAHY,STHY8,Stipa hyalina,,,
NALE2,,Nassella lepida,USA(CA),L48(N),
NALE2,STLE3,Stipa lepida,,,
NALE2,STLEA,Stipa lepida var. andersonii,,,
NALE3,,Nassella leucotricha,"USA(AR, LA, OK, SC, TX)",L48(N),
NALE3,STLE5,Stipa leucotricha,,,
NAMA7,,Nassella manicata,USA(CA),L48(I),
NAMA7,NAFO3,Nassella formicarum,,,
NAMA7,STFO4,Stipa formicarum,,,
NAMA7,STMA15,Stipa manicata,,,
NAME4,,Nassella megapotamica,,,
NAME4,STME3,Stipa megapotamica,,,
NANE,,Nassella neesiana,USA(AL),L48(I),
NANE,STNE,Stipa neesiana,,,
NAPU4,,Nassella pulchra,USA(CA),L48(N),
NAPU4,STPU2,Stipa pulchra,,,
NATE4,,Nassella tenuis,,,
NATE4,STTE15,Stipa tenuis,,,
NATE3,,Nassella tenuissima,"USA(CA, NM, TX)",L48(N),
NATE3,STTE4,Stipa tenuissima,,,
NATR3,,Nassella trichotoma,"USA(IL, KY, NC, SC)",L48(I),"STATE, US"
NATR3,STTR8,Stipa trichotoma,,,STATE
NAVI4,,Nassella viridula,"CAN(AB, BC, MB, NT, SK, YT), USA(AZ, CA, CO, IA, ID, IL, KS, MN, MT, ND, NE, NM, NY, SD, UT, WI, WY)",L48(N)CAN(N),
NAVI4,STVI4,Stipa viridula,,,
NAFL2,,Nasturtium floridanum,USA(FL),L48(N),
NAFL2,CACU13,Cardamine curvisiliqua,,,
NAFL2,NAST6,Nasturtium stylosum,,,
NAFL2,ROFL,Rorippa floridana,,,
NAGA,,Nasturtium gambelii,USA(CA),L48(N),
NAGA,CAGA2,Cardamine gambelii,,,
NAGA,ROGA2,Rorippa gambelii,,,
NAMI2,,Nasturtium microphyllum,"CAN(BC, MB, NB, NF, ON, PE, QC), FRA(SB), USA(AK, AL, AR, GA, HI, ID, KY, MA, ME, MI, MN, MS, NC, NE, NH, NM, NY, OR, PA, TN, VA, WI)",L48(I)AK(I)HI(I)CAN(I)SPM(I),
NAMI2,NAOFM,Nasturtium officinale var. microphyllum,,,
NAMI2,ROMI3,Rorippa microphylla,,,STATE
NAMI2,RONAL,Rorippa nasturtium-aquaticum var. longisiliqua,,,
NAOF,,Nasturtium officinale,"CAN(AB, BC, MB, NB, NS, ON, QC, SK), FRA(SB), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(I)AK(I)PR(I)VI(I)CAN(I)SPM(I),SEEPPC
NAOF,NANA2,Nasturtium nasturtium-aquaticum,,,
NAOF,NAOFS,Nasturtium officinale var. siifolium,,,
NAOF,RONA2,Rorippa nasturtium-aquaticum,,,STATE
NAOF,SINA4,Sisymbrium nasturtium-aquaticum,,,
NACA6,,Navarretia capillaris,"USA(CA, ID, NV, OR, UT, WA)",L48(N),
NACA6,GICA4,Gilia capillaris,,,
NAHAP,,Navarretia hamata ssp. parviloba,USA(CA),L48(N),
NAHAP,NAHI2,Navarretia hirsutissima,,,
NAINP3,,Navarretia intertexta ssp. propinqua,"CAN(BC), USA(AZ, CA, CO, IA, ID, MA, MT, ND, NE, NM, NV, OH, OR, SD, TN, UT, WA, WY)",L48(N)CAN(N),
NAINP3,GIPR2,Gilia propinqua,,,
NAINP3,NAINP2,Navarretia intertexta var. propinqua,,,
NAINP3,NAPR3,Navarretia propinqua,,,
NAJA2,,Navarretia jaredii,USA(CA),L48(N),
NAJA2,NAMI4,Navarretia mitracarpa,,,
NAJA2,NAMIJ,Navarretia mitracarpa ssp. jaredii,,,
NALEL2,,Navarretia leptalea ssp. leptalea,"USA(CA, OR)",L48(N),
NALEL2,GILE,Gilia leptalea,,,
NALEL2,GILEL,Gilia leptalea ssp. leptalea,,,
NALEB,,Navarretia leucocephala ssp. bakeri,USA(CA),L48(N),
NALEB,NABA,Navarretia bakeri,,,
NALEM,,Navarretia leucocephala ssp. minima,"CAN(AB, SK), USA(AZ, CA, CO, ID, MA, MT, NV, OR, UT, WA, WY)",L48(N)CAN(N),
NALEM,NAMI3,Navarretia minima,,,
NALEP,,Navarretia leucocephala ssp. pauciflora,USA(CA),L48(N),
NALEP,NAPA2,Navarretia pauciflora,,,
NALEP2,,Navarretia leucocephala ssp. plieantha,USA(CA),L48(N),
NALEP2,NAPL,Navarretia plieantha,,,
NAPU2,,Navarretia pubescens,"USA(CA, OR)",L48(N),
NAPU2,NAMI5,Navarretia mitracarpa,,,
NASIS,,Navarretia sinistra ssp. sinistra,"USA(CA, CO, NV, OR)",L48(N),
NASIS,GISI2,Gilia sinistra,,,
NASIS,GISIS,Gilia sinistra ssp. sinistra,,,
NASQ,,Navarretia squarrosa,"CAN(BC), USA(CA, MT, OR, PA, WA)",L48(N)CAN(N),
NASQ,GISQ,Gilia squarrosa,,,
NEPE4,,Neckera pennata,,NA(N),
NEPE4,NEOL3,Neckera oligocarpa,,,
NEPE4,NEPEO,Neckera pennata var. oligocarpa,,,
NEPE4,NEPET2,Neckera pennata var. tenera,,,
NEDI2,,Neckeropsis disticha,,NA(N),
NEDI2,NEDI3,Neckera disticha,,,
NEUN2,,Neckeropsis undulata,,NA(N),
NEUN2,NEUN3,Neckera undulata,,,
NECO,,Nectandra coriacea,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
NECO,LACO12,Laurus coriacea,,,
NECO,OCCO2,Ocotea coriacea,,,
NEHI2,,Nectandra hihua,"USA+(PR, VI)",PR(N)VI(N),
NEHI2,NEAN2,Nectandra antillana,,,
NEHI2,OCGL,Ocotea globosa,,,
NEKR,,Nectandra krugii,USA+(PR),PR(N),
NEKR,OCKR,Ocotea krugii,,,
NEME3,,Nectandra membranacea,"USA+(PR, VI)",PR(N)VI(N),
NEME3,OCME,Ocotea membranacea,,,
NEPA4,,Nectandra patens,"USA+(PR, VI)",PR(N)VI(N),
NEPA4,OCPA,Ocotea patens,,,
NETU,,Nectandra turbacensis,"USA+(PR, VI)",PR(N)VI(N),
NETU,NESI2,Nectandra sintenisii,,,
NETU,OCSI,Ocotea sintenisii,,,
NELE2,,Nectria lecanodes,,NA(N),
NEPA6,,Nectria parmeliae,,NA(N),
NERU2,,Nectria rubifaciens,,NA(N),
NEZO,,Nectria zonata,,NA(N),
NEBU,,Neea buxifolia,"USA+(PR, VI)",PR(N)VI(N),
NEBU,EGBU,Eggersia buxifolia,,,
NERE3,,Neeragrostis reptans,"USA(AL, FL, GA, IA, IL, KS, KY, LA, MO, MS, NE, NM, OK, SD, TN, TX, WV)",L48(N),
NERE3,ERRE2,Eragrostis reptans,,,
NERE3,ERWE3,Eragrostis weigeltiana,,,
NERE3,PORE15,Poa reptans,,,
NEOP,,Neisosperma oppositifolia,"USA(FM, GU, MH, MP, PW, UM)",L48(N),
NEOP,OCOP,Ochrosia oppositifolia,,,
NEAR5,,Nekemias arborea,"USA+(PR), USA(AL, AR, DC, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NM, OH, OK, SC, TN, TX, VA, WV)",L48(N)PR(N),SWSS
NEAR5,AMAR5,Ampelopsis arborea,,,SWSS
NEAR5,AMBI3,Ampelopsis bipinnata,,,
NECA4,,Nelsonia canescens,USA+(PR),PR(N),
NECA4,JUBR9,Justicia brunelloides,,,
NECA4,NEBR2,Nelsonia brunelloides,,,
NELU,,Nelumbo lutea,"CAN(ON), USA(AL, AR, CA, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI)",L48(N)CAN(N),STATE
NELU,NELU3,Nelumbium luteum,,,
NELU,NEPE3,Nelumbo pentapetala,,,
NELU,NYPE2,Nymphaea pentapetala,,,
NENU2,,Nelumbo nucifera,"USA(AL, AR, FL, GA, LA, MD, MO, MS, NC, NJ, NY, OH, SC, TN, WV)",L48(I),
NENU2,NENE3,Nelumbium nelumbo,,,
NENU2,NESP3,Nelumbo speciosa,,,
NENU2,NESP4,Nelumbium speciosum,,,
NEGE,,Nemastylis geminiflora,"USA(AL, AR, KS, LA, MO, MS, OK, TN, TX)",L48(N),
NEGE,IXAC2,Ixia acuta,,,
NEGE,NEAC2,Nemastylis acuta,,,
NETEP2,,Nemastylis tenuis ssp. pringlei,"USA(AZ, TX)",L48(N),
NETEP2,NEPR3,Nemastylis pringlei,,,
NETEP2,NETEP3,Nemastylis tenuis var. pringlei,,,
NEAP,,Nemophila aphylla,"USA(AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, OK, SC, TN, TX, VA, WV)",L48(N),
NEAP,NEMI2,Nemophila microcalyx,,,
NEAP,NETR,Nemophila triloba,,,
NEAQ2,,Neobeckia aquatica,"CAN(ON, QC), USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NJ, NY, OH, OK, PA, TN, TX, VA, VT, WI)",L48(N)CAN(N),
NEAQ2,ARAQ,Armoracia aquatica,,,
NEAQ2,ARLA22,Armoracia lacustris,,,
NEAQ2,NALA,Nasturtium lacustre,,,
NEAQ2,ROAM4,Rorippa americana,,,
NEAQ2,ROAQ,Rorippa aquatica,,,
NEAH,,Neofuscelia ahtii,,NA(N),
NEAH,PAAH3,Parmelia ahtii,,,
NEAT,,Neofuscelia atticoides,,NA(N),
NEAT,PAAT,Parmelia atticoides,,,
NEBR3,,Neofuscelia brunella,,NA(N),
NEBR3,PABR8,Parmelia brunella,,,
NECH,,Neofuscelia chiricahuensis,,NA(N),
NECH,PACH12,Parmelia chiricahuensis,,,
NEIN4,,Neofuscelia infrapallida,,NA(N),
NEIN4,PAIN15,Parmelia infrapallida,,,
NELO4,,Neofuscelia loxodes,,NA(N),
NELO4,PAIS5,Parmelia isidiotyla,,,
NELO4,PALO14,Parmelia loxodes,,,
NEOC2,,Neofuscelia occidentalis,,NA(N),
NEOC2,PAOC3,Parmelia occidentalis,,,
NEPU6,,Neofuscelia pustulosa,,NA(N),
NESU,,Neofuscelia subhosseana,,NA(N),
NESU,PASU20,Parmelia subhosseana,,,
NEVE3,,Neofuscelia verruculifera,,NA(N),
NEVE3,PAVE8,Parmelia verruculifera,,,
NEFI,,Neogaerrhinum filipes,"USA(AZ, CA, NV, OR, UT)",L48(N),
NEFI,ANCO23,Antirrhinum cooperi,,,
NEFI,ANFI2,Antirrhinum filipes,,,
NEFI,ASFI4,Asarina filipes,,,
NEST2,,Neogaerrhinum strictum,USA(CA),L48(N),
NEST2,ANHO3,Antirrhinum hookerianum,,,
NEST2,ANKE2,Antirrhinum kelloggii,,,
NEST2,ASST15,Asarina stricta,,,
NEST2,NEKE,Neogaerrhinum kelloggii,,,
NECA7,,Neolamarckia cadamba,USA+(PR),PR(I),
NECA7,ANCA23,Anthocephalus cadamba,,,
NECA7,ANCH3,Anthocephalus chinensis,,,
NERE2,,Neolaugeria resinosa,USA+(PR),PR(N),
NERE2,LARE3,Laugeria resinosa,,,
NERE2,TERE4,Terebraria resinosa,,,
NECO5,,Neolloydia conoidea,USA(TX),L48(N),
NECO5,ECCO7,Echinocactus conoideus,,,
NECO5,MACO20,Mammillaria conoidea,,,
NENI3,,Neomacounia nitida,,NA(N),
NENI3,FONI2,Forsstroemia nitida,,,
NENI3,LENI6,Leptodon nitidus,,,
NEWIW,,Neonotonia wightii var. wightii,,,
NEWIW,GLJA3,Glycine javanica,,,
NEWIW,GLWI2,Glycine wightii,,,HEAR
NELI2,,Neoparrya lithophila,"USA(CO, NM)",L48(N),
NELI2,ALLI2,Aletes lithophila,,,
NECO2,,Neostapfia colusana,USA(CA),L48(N),
NECO2,ANCO13,Anthochloa colusana,,,
NECO2,DACO3,Davyella colusana,,,
NECO2,STCO10,Stapfia colusana,,,
NEHU2,,Neotorularia humilis,"CAN(AB, BC, MB, NF, NT, NU, ON, QC, YT), DEN(GL), USA(AK, CO, MI, MT, VA, VT, WY)",L48(N)AK(N)CAN(N)GL(N),
NEHU2,ARNO5,Arabidopsis novae-angliae,,,
NEHU2,ARRI5,Arabidopsis richardsonii,,,
NEHU2,BRHU,Braya humilis,,,
NEHU2,BRHUA,Braya humilis ssp. arctica,,,
NEHU2,BRHUA3,Braya humilis ssp. abbei,,,
NEHU2,BRHUA4,Braya humilis var. abbei,,,
NEHU2,BRHUA5,Braya humilis var. arctica,,,
NEHU2,BRHUE,Braya humilis ssp. ellesmerensis,,,
NEHU2,BRHUI,Braya humilis var. interior,,,
NEHU2,BRHUL,Braya humilis var. laurentiana,,,
NEHU2,BRHUL2,Braya humilis var. leiocarpa,,,
NEHU2,BRHUM,Braya humilis ssp. maccallae,,,
NEHU2,BRHUN,Braya humilis var. novae-angliae,,,
NEHU2,BRHUP,Braya humilis ssp. porsildii,,,
NEHU2,BRHUR,Braya humilis ssp. richardsonii,,,
NEHU2,BRHUV,Braya humilis ssp. ventosa,,,
NEHU2,BRHUV2,Braya humilis var. ventosa,,,
NEHU2,BRIN6,Braya intermedia,,,
NEHU2,BRNO2,Braya novae-angliae,,,
NEHU2,BRNOI,Braya novae-angliae var. interior,,,
NEHU2,BRNOL,Braya novae-angliae var. laurentiana,,,
NEHU2,BRRI3,Braya richardsonii,,,
NEHU2,PINO2,Pilosella novae-angliae,,,
NEHU2,PIRI7,Pilosella richardsonii,,,
NEHU2,SIHU2,Sisymbrium humile,,,
NEHU2,TOAR4,Torularia arctica,,,
NEHU2,TOHU,Torularia humilis,,,
NEHU2,TOHUA,Torularia humilis ssp. arctica,,,
NERA2,,Nepeta racemosa,"USA(NY, WI, WY)",L48(I),
NERA2,NEMU3,Nepeta mussinii,,,
NEBI,,Nephrolepis biserrata,"USA+(PR, VI), USA(FL, HI, LA)",L48(N)HI(I)PR(N)VI(N),
NEBI,ASBI10,Aspidium biserratum,,,
NEMU,,Nephrolepis multiflora,"USA+(PR, VI), USA(FL, HI, UM)",L48(I)HI(I)PR(I)VI(I),FLEPPC
NEMU,NEBR6,Nephrolepis brownii,,,
NEUN,,Nephrolepis undulata,USA+(PR),PR(N),
NEUN,NEOC,Nephrolepis occidentalis,,,
NEAR60,,Nephroma arcticum,,NA(N),
NEBE60,,Nephroma bellum,,NA(N),
NEBE60,NELA5,Nephroma laevigatum,,,
NEBE60,NESU2,Nephroma subtomentellum,,,
NEEX2,,Nephroma expallidum,,NA(N),
NEHE4,,Nephroma helveticum,,NA(N),
NEIS60,,Nephroma isidiosum,,NA(N),
NELA3,,Nephroma laevigatum,,NA(N),
NELA3,NELU4,Nephroma lusitanicum,,,
NEOC3,,Nephroma occultum,,NA(N),
NEPA60,,Nephroma parile,,NA(N),
NERE60,,Nephroma resupinatum,,NA(N),
NESI4,,Nephroma silvae-veteris,,NA(N),
NECR2,,Nephrophyllidium crista-galli,"CAN(BC), USA(AK, OR, WA)",L48(N)AK(N)CAN(N),
NECR2,FACR,Fauria crista-galli,,,
NEAQ,,Nepsera aquatica,"USA+(PR, VI)",PR(N)VI(N),
NEAQ,MEAQ2,Melastoma aquaticum,,,
NEPL,,Neptunia plena,"USA+(PR), USA(TX)",L48(N)PR(N),
NEPL,MIPL3,Mimosa plena,,,
NEPR2,,Neptunia prostrata,USA+(PR),PR(N),
NEPR2,NEOL2,Neptunia oleracea,,,
NEPUM,,Neptunia pubescens var. microcarpa,USA(TX),L48(N),
NEPUM,NEMI,Neptunia microcarpa,,,
NEPUM,NEPA5,Neptunia palmeri,,,
NEPUP,,Neptunia pubescens var. pubescens,"USA(AL, FL, LA, MS, TX)",L48(N),
NEPUP,NEFL2,Neptunia floridana,,,
NEPUP,NEPUF2,Neptunia pubescens var. floridana,,,
NEPUP,NEPUL,Neptunia pubescens var. lindheimeri,,,
NEOV,,Neraudia ovata,USA(HI),HI(N),
NEOV,NECO4,Neraudia cookii,,,
NESE2,,Neraudia sericea,USA(HI),HI(N),
NESE2,NEKA,Neraudia kahoolawensis,,,
NECA3,,Nerisyrenia camporum,"USA(NM, TX)",L48(N),
NECA3,GRCA2,Greggia camporum,,,
NELO2,,Nesaea longipes,"USA(NM, TX)",L48(N),
NELO2,HELO8,Heimia longipes,,,
NEPA3,,Neslia paniculata,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, CT, IA, ID, IL, IN, MA, ME, MI, MN, MO, ND, NH, NJ, NY, OH, OR, PA, SD, VT, WA, WI)",L48(I)AK(I)CAN(I),
NEPA3,MYPA4,Myagrum paniculatum,,,
NESA2,,Nestegis sandwicensis,USA(HI),HI(N),
NESA2,OSSA,Osmanthus sandwicensis,,,
NEMA5,,Nestotus macleanii,CAN(YT),CAN(N)NA(N),
NEMA5,STMA14,Stenotus macleanii,,,
NEST5,,Nestotus stenophyllus,"USA(CA, ID, NV, OR, WA)",L48(N),
NEST5,HAST,Haplopappus stenophyllus,,,
NEST5,STST5,Stenotus stenophyllus,,,
NELA,,Neurodium lanceolatum,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
NELA,PALA19,Paltonium lanceolatum,,,
NELO3,,Neurolaena lobata,"USA+(PR, VI), USA(HI)",L48(I)HI(I)PR(N)VI(N),
NELO3,COLO8,Conyza lobata,,,
NELO3,PLSY2,Pluchea symphytifolia,,,
NIPH,,Nicandra physalodes,"CAN(NS, ON, PE, QC), USA(AL, AR, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WA, WI, WV)",L48(I)HI(I)CAN(I),SWSS
